time,norm,mean_x,mean_y,mean_z,mean_r,kinetic_energy,potential_energy,total_energy,captured_probability,reflected_probability,transmitted_probability
0.51,0.9490407599626852,-23.09304416853642,1.4813396200410158e-15,9.58065409636971e-16,23.444018287720095,0.33829077336141383,-0.046734515700664225,0.2915562576607496,3.460040350740593e-06,0.500653178458446,0.4483841214638885
0.52,0.9487469832954504,-23.078153109590623,1.3725588581560252e-15,7.825300202982786e-16,23.429160888949554,0.3381715505372991,-0.04673941590983626,0.2914321346274628,3.5906410102089582e-06,0.4994533365427369,0.4492900561117032
0.53,0.9484581601977906,-23.063417370431583,1.426610919816381e-15,7.360441270669633e-16,23.4144607302546,0.338055097410673,-0.04674451310366145,0.29131058430701157,3.7231130869210427e-06,0.4982585693144907,0.4501958677702129
0.54,0.9481739757122484,-23.04882687574427,1.313389871696048e-15,8.016431666354614e-16,23.39990764855301,0.33794128376639737,-0.046749796135198314,0.29119148763119906,3.857414292671146e-06,0.49706856513529435,0.45110155316266143
0.55,0.9478941377134431,-23.034372274571574,1.28563750393989e-15,7.378793126633647e-16,23.385492211525854,0.33782998665141606,-0.046755254670401356,0.2910747319810147,3.993501732976824e-06,0.4958830352311867,0.4520071089805233
0.56,0.9476183753565326,-23.020044891313532,1.19915355704382e-15,4.848488031011099e-16,23.37120566817873,0.3377210899568801,-0.046760879132510015,0.29096021082437007,4.131331926543678e-06,0.49470171214089426,0.45291253188371183
0.5700000000000001,0.9473464376277012,-23.005836679944633,9.735882818988813e-16,3.6387737614017837e-16,23.35703990264995,0.3376144840255922,-0.046766660650103556,0.29084782337548865,4.270860824656343e-06,0.4935243482659822,0.45381781850089453
0.58,0.9470780919899354,-22.991740181236175,1.0303765316220878e-15,2.1569891329603314e-16,23.34298739105079,0.3375100652830382,-0.04677259100858082,0.29073747427445734,4.4120438305045905e-06,0.49235071451620227,0.45472296542990237
0.59,0.9468131231178263,-22.977748482785916,8.588776720121578e-16,1.9760397083341855e-16,23.329041161138065,0.33740773589042083,-0.046778662604839844,0.29062907328558096,4.554835818449667e-06,0.4911805990437895,0.45562796923821813
0.6,0.9465513317155804,-22.963855181670915,7.070430033056316e-16,1.630094507471847e-16,23.315194754633684,0.3373074034182455,-0.04678486840494856,0.29052253501329695,4.699191153237062e-06,0.49001380606089656,0.45653282646353044
0.61,0.9462925334128077,-22.950054349552637,6.560901438283782e-16,4.126884108850508e-19,23.301442192018282,0.33720898053912113,-0.04679120190461164,0.29041777863450946,4.8450637091604585e-06,0.48885015473475574,0.45743753361434286
0.62,0.9460365577330404,-22.93634050007467,3.9058559831882673e-16,-1.9271560271692482e-16,23.287777939638147,0.337112384738551,-0.04679765709225161,0.2903147276462994,4.992406889180348e-06,0.4876894781555207,0.4583420871706304
0.63,0.9457832471302547,-22.922708558404384,5.605728251508033e-17,-4.740903470886301e-16,23.274196878975324,0.3370175380425762,-0.046804228414534785,0.2902133096280414,5.141173644000538e-06,0.486531622372079,0.45924648358453185
0.64,0.9455324560890007,-22.909153832779644,-2.0210965487759495e-16,-4.690987320825017e-16,23.26069427794077,0.33692436676122306,-0.04681091074418358,0.2901134560170395,5.291316491105519e-06,0.48537644549143794,0.4601507192810717
0.65,0.9452840502840181,-22.895671987931,-3.60344916937371e-16,-6.716674151251773e-16,23.247265764059826,0.3368328012467796,-0.04681769934992694,0.29001510189685265,5.44278753375991e-06,0.4842238168375781,0.46105479065890614
0.66,0.9450379057954968,-22.88225902025809,-4.867991570884322e-16,-1.1352812656750584e-15,23.23390729942766,0.3367427756659979,-0.04682458986845069,0.28991818579754725,5.5955384799722875e-06,0.4830736161659326,0.46195869409108437
0.67,0.9447939083763841,-22.86891123464708,-7.975932639823796e-16,-1.2005336510091451e-15,23.220615157320413,0.3366542277853802,-0.04683157827821832,0.28982264950716186,5.749520661424426e-06,0.48192573292989926,0.4628624259258233
0.68,0.9445519527683739,-22.855625222823104,-1.0743665271508202e-15,-1.4831284599867663e-15,23.207385900355245,0.33656709876876306,-0.046838660875040995,0.28972843789372205,5.904685052365457e-06,0.48078006559603137,0.4637659824872901
0.6900000000000001,0.9443119420634349,-22.84239784313876,-1.2168418522127581e-15,-1.7113609500475173e-15,23.19421636009916,0.33648133298646976,-0.046845834249283666,0.2896354987371861,6.06098228847358e-06,0.47963652100476034,0.4646693600763864
0.7000000000000001,0.9440737871079291,-22.82922620170574,-1.3395597633574177e-15,-2.1306486768696365e-15,23.1811036180332,0.33639687783534494,-0.04685309526460115,0.2895437825707438,6.2183626856829894e-06,0.4784950137737095,0.46557255497153377
0.71,0.9438374059465674,-22.816107634783066,-1.5543813948388315e-15,-2.2681174527222473e-15,23.168044987784313,0.3363136835690323,-0.04686044103810513,0.2894532425309272,6.376776258977451e-06,0.4773554657408498,0.4664755634294586
